Name,Image URL,Product URL,Price,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,TDP,Manufacturer,Part #,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Specs Number
AMD 5350,https://m.media-amazon.com/images/I/51QdanJYPqL.jpg,https://pcpartpicker.com/product/VGsKHx/amd-cpu-ad5350jahmbox,,"
4
","
2.05 GHz
",N/A,N/A,N/A,"
25 W
","
AMD
",AD5350JAHMBOX,"
Radeon HD 8400
",N/A,"
No
","
Yes
",Boxed,"
28 nm
","
Yes
",N/A,18
Intel Core i3-2120,https://images-na.ssl-images-amazon.com/images/I/51wyvjuFqVL.jpg,https://pcpartpicker.com/product/2CXfrH/intel-cpu-bx80623i32120,$169.99 ,"
2
","
3.3 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80623I32120,"
Intel HD Graphics 2000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i7-7820X,//cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,https://pcpartpicker.com/product/C2dFf7/intel-i7-7820x-36ghz-8-core-processor-bx80673i77820x,,"
8
","
3.6 GHz
","
4.5 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80673I77820X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-6700K,//cdna.pcpartpicker.com/static/forever/images/product/ff61219ad339e92074ca68490a540ae4.256p.jpg,https://pcpartpicker.com/product/Fcqbt6/intel-cpu-cm8066201919901,,"
4
","
4 GHz
","
4.2 GHz
",N/A,N/A,"
91 W
","
Intel
",CM8066201919901,"
Intel HD Graphics 530
","
64 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD FX-8370,https://images-na.ssl-images-amazon.com/images/I/51fI4VaLoDL.jpg,https://pcpartpicker.com/product/2WGj4D/amd-cpu-fd8370frhkbox,$234.98 ,"
8
","
4 GHz
","
4.3 GHz
",N/A,N/A,"
125 W
","
AMD
",FD8370FRHKBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,19
Intel Core i5-9400,//cdna.pcpartpicker.com/static/forever/images/product/ecfb3f0796c1b19602849d9e4e622552.256p.jpg,https://pcpartpicker.com/product/9rxbt6/intel-core-i5-9400-29-ghz-6-core-oemtray-processor-cm8068403358816,$110.00 ,"
6
","
2.9 GHz
","
4.1 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8068403358816,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i7-5960X,//cdna.pcpartpicker.com/static/forever/images/product/cba263028a1b6a8e4f8960837de3c83a.256p.jpg,https://pcpartpicker.com/product/TcQypg/intel-cpu-bx80648i75960x,,"
8
","
3 GHz
","
3.5 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80648I75960X,"
None
","
64 GB
","
No
","
No
",Boxed,"
22 nm
","
No
",N/A,20
AMD A4-6300,https://m.media-amazon.com/images/I/51PnMgdZ6FL.jpg,https://pcpartpicker.com/product/qT6BD3/amd-cpu-ad6300okhlbox,$46.79 ,"
2
","
3.7 GHz
","
3.9 GHz
",N/A,N/A,"
65 W
","
AMD
",AD6300OKHLBOX,"
Radeon HD 8370D
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,19
Intel Xeon E5-2699 V3,/static/forever/img/no-image.png,https://pcpartpicker.com/product/cPx9TW/intel-cpu-cm8064401739300,,"
18
","
2.3 GHz
","
3.6 GHz
",N/A,N/A,"
145 W
","
Intel
",CM8064401739300,"
None
",N/A,"
Yes
","
No
",OEM/Tray,"
22 nm
","
No
",N/A,19
Intel Xeon E5-2630 V3,//cdna.pcpartpicker.com/static/forever/images/product/054650de7676839361cb9121e8c87189.med.256p.jpg,https://pcpartpicker.com/product/JZx9TW/intel-cpu-cm8064401831000,$169.95 ,"
8
","
2.4 GHz
","
3.2 GHz
",N/A,N/A,"
85 W
","
Intel
",CM8064401831000,"
None
",N/A,"
Yes
","
No
",OEM/Tray,"
22 nm
","
No
",N/A,19
Intel Core i5-13500T,/static/forever/img/no-image.png,https://pcpartpicker.com/product/TsbTwP/intel-core-i5-13500t-16-ghz-14-core-oemtray-processor-cm8071505092901,,"
14
","
1.6 GHz
","
4.6 GHz
","
1.2 GHz
","
3.2 GHz
","
35 W
","
Intel
",CM8071505092901,"
Intel UHD Graphics 770
","
192 GB
","
No
","
No
",OEM/Tray,"
10 nm
","
No
",N/A,22
AMD FX-6350,https://m.media-amazon.com/images/I/31AmQD+WfrL.jpg,https://pcpartpicker.com/product/HqGkcf/amd-cpu-fd6350frhkbox,$100.00 ,"
6
","
3.9 GHz
",N/A,N/A,N/A,"
125 W
","
AMD
",FD6350FRHKBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i9-9960X,//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,https://pcpartpicker.com/product/fB3H99/intel-core-i9-9960x-31-thz-16-core-processor-bx80673i99960x,,"
16
","
3.1 GHz
","
4.4 GHz
",N/A,N/A,"
165 W
","
Intel
",BX80673I99960X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-980X Extreme Edition,https://m.media-amazon.com/images/I/41qwhwA28oL.jpg,https://pcpartpicker.com/product/k2DwrH/intel-cpu-bx80613i7980x,$153.64 ,"
6
","
3.33 GHz
",N/A,N/A,N/A,"
130 W
","
Intel
",BX80613I7980X,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
AMD Ryzen 7 3800X,//cdna.pcpartpicker.com/static/forever/images/product/1c98c8fccc44a3696129e74df5243312.256p.jpg,https://pcpartpicker.com/product/gryV3C/amd-ryzen-7-3800x-39-ghz-8-core-oemtray-processor-100-000000025,,"
8
","
3.9 GHz
","
4.5 GHz
",N/A,N/A,"
105 W
","
AMD
",100-000000025,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
7 nm
","
No
",N/A,20
Intel Core i5-10600,//cdna.pcpartpicker.com/static/forever/images/product/22517c4002202647d4d1906d37e43b48.256p.jpg,https://pcpartpicker.com/product/hftKHx/intel-core-i5-10600-33-ghz-6-core-processor-bx8070110600,$349.95 ,"
6
","
3.3 GHz
","
4.8 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110600,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-3330,https://m.media-amazon.com/images/I/51A5dehZLVL.jpg,https://pcpartpicker.com/product/Jcw323/intel-cpu-bx80637i53330,,"
4
","
3 GHz
",N/A,N/A,N/A,"
77 W
","
Intel
",BX80637i53330,"
Intel HD Graphics 2500
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i7-3930K,https://m.media-amazon.com/images/I/517LUhhYF3L.jpg,https://pcpartpicker.com/product/XLZQzy/intel-cpu-bx80619i73930k,$298.98 ,"
6
","
3.2 GHz
",N/A,N/A,N/A,"
130 W
","
Intel
",BX80619i73930K,"
None
",N/A,"
No
","
No
",Boxed,"
32 nm
","
No
",N/A,18
Intel Pentium Gold G5400,https://m.media-amazon.com/images/I/51CNDDg0VaL.jpg,https://pcpartpicker.com/product/6Tzkcf/intel-pentium-gold-g5400-37ghz-dual-core-oemtray-processor-cm8068403360112,$72.95 ,"
2
","
3.7 GHz
",N/A,N/A,N/A,"
58 W
","
Intel
",CM8068403360112,"
Intel UHD Graphics 610
","
64 GB
","
Yes
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,19
Intel Core i7-6700,//cdna.pcpartpicker.com/static/forever/images/product/0781bce0501e1b38460c9f7bc2bf3714.256p.jpg,https://pcpartpicker.com/product/9gJkcf/intel-cpu-cm8066201920103,$354.99 ,"
4
","
3.4 GHz
","
4 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8066201920103,"
Intel HD Graphics 530
","
64 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core 2 Quad Q9550,https://m.media-amazon.com/images/I/416NByfLnVL.jpg,https://pcpartpicker.com/product/hhXfrH/intel-cpu-eu80569pj073n,$52.55 ,"
4
","
2.83 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",EU80569PJ073N,"
None
",N/A,"
No
","
No
",OEM/Tray,"
45 nm
","
No
",N/A,18
Intel Core i3-4160,//cdna.pcpartpicker.com/static/forever/images/product/b86fb1715f889d15c0a8f54f27cb9ecf.256p.jpg,https://pcpartpicker.com/product/XVtCmG/intel-cpu-bx80646i34160,,"
2
","
3.6 GHz
",N/A,N/A,N/A,"
54 W
","
Intel
",BX80646I34160,"
Intel HD Graphics 4400
",N/A,"
Yes
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i5-3450,https://m.media-amazon.com/images/I/51wwy3uSBOL.jpg,https://pcpartpicker.com/product/kxzv6h/intel-cpu-bx80637i53450,,"
4
","
3.1 GHz
",N/A,N/A,N/A,"
77 W
","
Intel
",N/A,"
Intel HD Graphics 2500
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
AMD Ryzen 5 3400G,//cdna.pcpartpicker.com/static/forever/images/product/fd7b679a51670fc1161384cf95ba464f.256p.jpg,https://pcpartpicker.com/product/vnQfrH/amd-ryzen-5-3400g-37-ghz-quad-core-oemtray-processor-yd3400c5m4mfh,,"
4
","
3.7 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
AMD
",YD3400C5M4MFH,"
Radeon Vega 11
","
64 GB
","
No
","
No
",OEM/Tray,"
12 nm
","
No
",N/A,20
Intel Core i5-9600K,//cdna.pcpartpicker.com/static/forever/images/product/098696533a70605843046dace582cd85.256p.jpg,https://pcpartpicker.com/product/bLL48d/intel-core-i5-9600k-37ghz-6-core-oemtray-processor-cm8068403874404,,"
6
","
3.7 GHz
","
4.6 GHz
",N/A,N/A,"
95 W
","
Intel
",CM8068403874404,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD Ryzen 9 3900,/static/forever/img/no-image.png,https://pcpartpicker.com/product/KnbCmG/amd-ryzen-9-3900-31-ghz-12-core-oemtray-processor-100-000000070,,"
12
","
3.1 GHz
",N/A,N/A,N/A,"
65 W
","
AMD
",100-000000070,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
7 nm
","
No
",N/A,19
Intel Core i7-7800X,//cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,https://pcpartpicker.com/product/sbJkcf/intel-core-i7-7800x-35ghz-6-core-oemtray-processor-cd8067303287002,$289.95 ,"
6
","
3.5 GHz
","
4 GHz
",N/A,N/A,"
140 W
","
Intel
",CD8067303287002,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Pentium G2020,https://m.media-amazon.com/images/I/51jo+Dy-8WL.jpg,https://pcpartpicker.com/product/RBXfrH/intel-cpu-bx80637g2020,$34.99 ,"
2
","
2.9 GHz
",N/A,N/A,N/A,"
55 W
","
Intel
",BX80637G2020,"
Intel HD Graphics
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i3-4370,https://m.media-amazon.com/images/I/51A8mXgGXDL.jpg,https://pcpartpicker.com/product/tLW9TW/intel-cpu-bx80646i34370,$47.00 ,"
2
","
3.8 GHz
",N/A,N/A,N/A,"
54 W
","
Intel
",BX80646I34370,"
Intel HD Graphics 4600
",N/A,"
Yes
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i3-530,https://images-na.ssl-images-amazon.com/images/I/51bzOYqy8rL.jpg,https://pcpartpicker.com/product/2Jdqqs/intel-cpu-bx80616i3530,$45.00 ,"
2
","
2.93 GHz
",N/A,N/A,N/A,"
73 W
","
Intel
",BX80616I3530,"
Intel HD Graphics
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i3-10300,https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,https://pcpartpicker.com/product/g9PgXL/intel-core-i3-10300-37-ghz-quad-core-processor-bx8070110300,$113.05 ,"
4
","
3.7 GHz
","
4.4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110300,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i9-9980XE,//cdna.pcpartpicker.com/static/forever/images/product/bb03a268a7ec584613a8b46a1926a0b7.256p.jpg,https://pcpartpicker.com/product/XMkj4D/intel-core-i9-9980xe-3-thz-18-core-oemtray-processor-cd8067304126600,"$1,498.95 ","
18
","
3 GHz
","
4.4 GHz
",N/A,N/A,"
165 W
","
Intel
",CD8067304126600,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD A8-7600,https://m.media-amazon.com/images/I/51uLJsUoAgL.jpg,https://pcpartpicker.com/product/nqYXsY/amd-cpu-ad7600ybjabox,,"
4
","
3.1 GHz
","
3.8 GHz
",N/A,N/A,"
65 W
","
AMD
",AD7600YBJABOX,"
Radeon R7 (on-die)
",N/A,"
No
","
Yes
",Boxed,"
28 nm
","
Yes
",N/A,19
Intel Core i7-9700,//cdna.pcpartpicker.com/static/forever/images/product/b386a89e62203f2d066ffffe5821300e.256p.jpg,https://pcpartpicker.com/product/sXsnTW/intel-core-i7-9700-3-ghz-8-core-oemtray-processor-cm8068403874521,$299.80 ,"
8
","
3 GHz
","
4.7 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8068403874521,"
Intel HD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i5-3470S,/static/forever/img/no-image.png,https://pcpartpicker.com/product/yXDwrH/intel-cpu-bx80637i53470s,$50.00 ,"
4
","
2.9 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80637I53470S,"
Intel HD Graphics 2500
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i7-920,https://images-na.ssl-images-amazon.com/images/I/51caAnBbK%2BL.jpg,https://pcpartpicker.com/product/tzrG3C/intel-cpu-bx80601920,$90.00 ,"
4
","
2.66 GHz
",N/A,N/A,N/A,"
130 W
","
Intel
",BX80601920,"
None
",N/A,"
No
","
Yes
",Boxed,"
45 nm
","
Yes
",N/A,18
Intel Core i5-9600,https://m.media-amazon.com/images/I/416kzzc2KiL.jpg,https://pcpartpicker.com/product/bKH8TW/intel-core-i5-9600-31-ghz-6-core-processor-bx80684i59600,$195.00 ,"
6
","
3.1 GHz
","
4.6 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I59600,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i3-3240,https://m.media-amazon.com/images/I/517OFYjzFkL.jpg,https://pcpartpicker.com/product/FRckcf/intel-cpu-bx80637i33240,$106.51 ,"
2
","
3.4 GHz
",N/A,N/A,N/A,"
55 W
","
Intel
",BX80637i33240,"
Intel HD Graphics 2500
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i5-7400T,//cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,https://pcpartpicker.com/product/xjKhP6/intel-core-i5-7400t-24ghz-quad-core-processor-bx80677i57400t,$52.00 ,"
4
","
2.4 GHz
","
3 GHz
",N/A,N/A,"
35 W
","
Intel
",BX80677I57400T,"
Intel HD Graphics 630
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i7-870,https://m.media-amazon.com/images/I/51KB-7M4YTL.jpg,https://pcpartpicker.com/product/XDvRsY/intel-cpu-bx80605i7870,$100.00 ,"
4
","
2.93 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80605I7870,"
None
",N/A,"
No
","
Yes
",Boxed,"
45 nm
","
Yes
",N/A,18
Intel Core i7-4770S,//cdna.pcpartpicker.com/static/forever/images/product/07676ad3db15c1249435755181587c11.256p.jpg,https://pcpartpicker.com/product/cvPfrH/intel-cpu-bx80646i74770s,$117.90 ,"
4
","
3.1 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80646I74770S,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i7-3770S,https://m.media-amazon.com/images/I/41AdizKOFYL.jpg,https://pcpartpicker.com/product/mbJwrH/intel-cpu-bx80637i73770s,,"
4
","
3.1 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",N/A,"
Intel HD Graphics 4000
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Xeon E5-2670 V3,https://m.media-amazon.com/images/I/51qdcCV4kKL.jpg,https://pcpartpicker.com/product/jnTrxr/intel-cpu-bx80644e52670v3,,"
12
","
2.3 GHz
","
3.1 GHz
",N/A,N/A,"
120 W
","
Intel
",BX80644E52670V3,"
None
",N/A,"
Yes
","
No
",Boxed,"
22 nm
","
No
",N/A,19
Intel Xeon E5-2697 V4,https://images-eu.ssl-images-amazon.com/images/I/31SVbQOC4mL.jpg,https://pcpartpicker.com/product/NKp323/intel-cpu-bx80660e52697v4,,"
18
","
2.3 GHz
","
3.6 GHz
",N/A,N/A,"
145 W
","
Intel
",BX80660E52697V4,"
None
","
1536 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD FX-6100,https://m.media-amazon.com/images/I/517P-S0mDvL.jpg,https://pcpartpicker.com/product/PkMFf7/amd-cpu-fd6100wmgusbx,$72.80 ,"
6
","
3.3 GHz
",N/A,N/A,N/A,"
95 W
","
AMD
",FD6100WMGUSBX,"
None
",N/A,"
No
","
Yes
",OEM/Tray,"
32 nm
","
Yes
",N/A,18
Intel Xeon E3-1231 V3,https://m.media-amazon.com/images/I/51k59EO89OL.jpg,https://pcpartpicker.com/product/psR48d/intel-cpu-bx80646e31231v3,,"
4
","
3.4 GHz
","
3.8 GHz
",N/A,N/A,"
80 W
","
Intel
",BX80646E31231V3,"
None
",N/A,"
Yes
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
Intel Core i9-7920X,//cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,https://pcpartpicker.com/product/x3648d/intel-core-i9-7920x-29ghz-12-core-processor-bx80673i97920x,$557.04 ,"
12
","
2.9 GHz
","
4.4 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80673I97920X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i3-13100T,/static/forever/img/no-image.png,https://pcpartpicker.com/product/B8RYcf/intel-core-i3-13100t-25-ghz-quad-core-oemtray-processor-cm8071505092101,,"
4
","
2.5 GHz
","
4.2 GHz
",N/A,N/A,"
35 W
","
Intel
",CM8071505092101,"
Intel UHD Graphics 730
","
192 GB
","
No
","
No
",OEM/Tray,"
10 nm
","
No
",N/A,20
Intel Core i7-3820,https://m.media-amazon.com/images/I/51v2JNU0WaL.jpg,https://pcpartpicker.com/product/6xzv6h/intel-cpu-bx80619i73820,,"
4
","
3.6 GHz
",N/A,N/A,N/A,"
130 W
","
Intel
",BX80619I73820,"
None
",N/A,"
No
","
No
",Boxed,"
32 nm
","
No
",N/A,18
AMD A8-7680,//cdna.pcpartpicker.com/static/forever/images/product/6b7886562440b9a107f6c1b68f47d41b.256p.jpg,https://pcpartpicker.com/product/Y8VD4D/amd-a8-7680-35-ghz-quad-core-processor-ad7680acabbox,,"
4
","
3.5 GHz
","
3.8 GHz
",N/A,N/A,"
65 W
","
AMD
",AD7680ACABBOX,"
Radeon R7 (on-die)
",N/A,"
No
","
Yes
",Boxed,"
28 nm
","
Yes
",N/A,19
AMD Ryzen 7 PRO 7745,//cdna.pcpartpicker.com/static/forever/images/product/0060e87b1c0093626f67e76793e68c41.256p.jpg,https://pcpartpicker.com/product/6988TW/amd-ryzen-7-pro-7745-38-ghz-8-core-oemtray-processor-100-000000599,,"
8
","
3.8 GHz
","
5.3 GHz
",N/A,N/A,"
65 W
","
AMD
",100-000000599,"
Radeon
","
128 GB
","
Yes
","
No
",OEM/Tray,"
5 nm
","
No
",N/A,20
Intel Pentium E2220,https://images-na.ssl-images-amazon.com/images/I/51jpGWUTAKL.jpg,https://pcpartpicker.com/product/fWsKHx/intel-cpu-bx80557e2220,$19.98 ,"
2
","
2.4 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80557E2220,"
None
",N/A,"
No
","
Yes
",Boxed,"
65 nm
","
Yes
",N/A,18
AMD Ryzen 7 1700X,https://m.media-amazon.com/images/I/41JKeOBa+zL.jpg,https://pcpartpicker.com/product/6Y38TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaempk,,"
8
","
3.4 GHz
","
3.8 GHz
",N/A,N/A,"
95 W
","
AMD
",YD170XBCAEMPK,"
None
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
AMD A10-7850K,https://m.media-amazon.com/images/I/516R3+3oLnL.jpg,https://pcpartpicker.com/product/TqxfrH/amd-cpu-ad785kxbjabox,$139.84 ,"
4
","
3.7 GHz
","
4 GHz
",N/A,N/A,"
95 W
","
AMD
",AD785KXBJABOX,"
Radeon R7 (on-die)
",N/A,"
No
","
Yes
",Boxed,"
28 nm
","
Yes
",N/A,19
Intel Core i5-6402P,https://images-na.ssl-images-amazon.com/images/I/41PduZ74l4L.jpg,https://pcpartpicker.com/product/JC648d/intel-core-i5-6402p-28ghz-quad-core-processor-bx80662i56402p,$80.00 ,"
4
","
2.8 GHz
","
3.4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80662I56402P,"
Intel HD Graphics 510
","
64 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Xeon E5-2690 V4,//cdna.pcpartpicker.com/static/forever/images/product/acbbf09e0391f7599810e37d7ed1f9de.256p.jpg,https://pcpartpicker.com/product/fNcMnQ/intel-cpu-bx80660e52690v4,,"
14
","
2.6 GHz
","
3.5 GHz
",N/A,N/A,"
135 W
","
Intel
",BX80660E52690V4,"
None
","
1536 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-4430,//cdna.pcpartpicker.com/static/forever/images/product/b168a00cadc83cafea72c7f5ab676985.256p.jpg,https://pcpartpicker.com/product/MdBv6h/intel-cpu-bx80646i54430,,"
4
","
3 GHz
",N/A,N/A,N/A,"
84 W
","
Intel
",BX80646I54430,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Pentium Gold G6500,//cdna.pcpartpicker.com/static/forever/images/product/4cf62d8a026ed7e57bd7e62c4dcc1de9.256p.jpg,https://pcpartpicker.com/product/Qkyqqs/intel-pentium-gold-g6500-41-ghz-dual-core-processor-bx80701g6500,$70.98 ,"
2
","
4.1 GHz
",N/A,N/A,N/A,"
58 W
","
Intel
",BX80701G6500,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
AMD FX-6120,https://images-na.ssl-images-amazon.com/images/I/21u0NtGY0GL.jpg,https://pcpartpicker.com/product/L72kcf/amd-cpu-fd6120wmw6kgu,$58.53 ,"
6
","
3.5 GHz
","
4.1 GHz
",N/A,N/A,"
95 W
","
AMD
",FD6120WMW6KGU,"
None
",N/A,"
No
","
No
",OEM/Tray,"
32 nm
","
No
",N/A,19
Intel Core i7-4960X Extreme Edition,//cdna.pcpartpicker.com/static/forever/images/product/a1466e1823404679892cb38473e6c5fd.256p.jpg,https://pcpartpicker.com/product/HFQypg/intel-cpu-bx80633i74960x,$775.04 ,"
6
","
3.6 GHz
","
4 GHz
",N/A,N/A,"
130 W
","
Intel
",BX80633I74960X,"
None
",N/A,"
No
","
No
",Boxed,"
22 nm
","
No
",N/A,19
Intel Core i5-3350P,https://m.media-amazon.com/images/I/51ywEF+YaiL.jpg,https://pcpartpicker.com/product/vX8Zxr/intel-cpu-bx80637i53350p,,"
4
","
3.1 GHz
",N/A,N/A,N/A,"
69 W
","
Intel
",BX80637i53350P,"
None
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Xeon E5-2660,https://images-na.ssl-images-amazon.com/images/I/51j%2BGeVD5YL.jpg,https://pcpartpicker.com/product/srNp99/intel-cpu-bx80621e52660,,"
8
","
2.2 GHz
","
3 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80621E52660,"
None
",N/A,"
Yes
","
No
",Boxed,"
32 nm
","
No
",N/A,19
AMD A6-9500,//cdna.pcpartpicker.com/static/forever/images/product/dff68b0a86d4d27b43b39812d448529c.256p.jpg,https://pcpartpicker.com/product/HLzZxr/amd-a6-9500-35ghz-dual-core-processor-ad9500agabbox,$79.95 ,"
2
","
3.5 GHz
","
3.8 GHz
",N/A,N/A,"
65 W
","
AMD
",AD9500AGABBOX,"
Radeon R5 (on die)
",N/A,"
No
","
Yes
",Boxed,"
28 nm
","
Yes
",N/A,19
AMD Ryzen 5 2400G,//cdna.pcpartpicker.com/static/forever/images/product/f7db92c656335d75ea27d1c702a9de97.256p.jpg,https://pcpartpicker.com/product/3t7v6h/amd-ryzen-5-2400g-36ghz-quad-core-oemtray-processor-yd2400c5m4mfb,,"
4
","
3.6 GHz
","
3.9 GHz
",N/A,N/A,"
65 W
","
AMD
",YD2400C5M4MFB,"
Radeon Vega 11
",N/A,"
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,19
Intel Xeon E5-2697 V2,//cdna.pcpartpicker.com/static/forever/images/product/e26bc40699d464c3ba4d51efadbea29b.256p.jpg,https://pcpartpicker.com/product/prTmP6/intel-cpu-bx80635e52697v2,,"
12
","
2.7 GHz
","
3.5 GHz
",N/A,N/A,"
130 W
","
Intel
",BX80635E52697V2,"
None
",N/A,"
Yes
","
No
",Boxed,"
22 nm
","
No
",N/A,19
AMD FX-4300,https://m.media-amazon.com/images/I/51sxSgLD+aL.jpg,https://pcpartpicker.com/product/Jbbp99/amd-cpu-fd4300wmhkbox,,"
4
","
3.8 GHz
",N/A,N/A,N/A,"
95 W
","
AMD
",FD4300WMHKBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i7-9800X,//cdna.pcpartpicker.com/static/forever/images/product/a773894fac49c9de7556159e453d4a37.256p.jpg,https://pcpartpicker.com/product/T4VD4D/intel-core-i7-9800x-38-ghz-8-core-processor-bx80673i79800x,,"
8
","
3.8 GHz
","
4.5 GHz
",N/A,N/A,"
165 W
","
Intel
",BX80673I79800X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-4790S,https://m.media-amazon.com/images/I/51yvroZ9-GL.jpg,https://pcpartpicker.com/product/YZg323/intel-cpu-bx80646i74790s,,"
4
","
3.2 GHz
","
4 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80646I74790S,"
Intel HD Graphics 4000
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
